,name,titles,rating,comments
737,Avinash Kumar Singh,My first iPhone,1.0,"                    The media could not be loaded.
                



 This is my first iPhone and the phone is really awesome as i have seen in lots of reviews. I am already aware with iOS since i have iPad. I have pocof1 which i bought in 2018 and after spending 3 years with Android i made up my mind to move to iOS. The packaging was well and I recieved the phone in 1 day."
738,Yaswanth S.,Iphone12 Black 128gb,3.0,It’s a really good phone with good battery life and really good to use. This is is my first time shifting to iPhone and I m really enjoying it.
739,jayraj,Very good,4.0,Yes
740,Subi,"Best Phone , Just go for it",5.0,"Writing the rewiew after some days of usage And I would like to mention the following things -Battery - As per my usage the battery lasts full day and my screen time goes to 6-7 hours .Display- Best in class , You will love to enjoy watching videos in this .Build quality- Feels very premium in hand and also is durable , like I have been using it without any screen guard and cover and there is not even a single scratch .Camera - As we all know that iPhones cameras are the best . It’s shots are very clear"
741,Rohit,Phone is good but apple is doing cheap thing that not providing adaptor,1.0,"                    The media could not be loaded.
                



 Phone is awesome no doubt camera also as expected Smooth phoneBut There is no adaptor charger iphone provide only data cable people spend 85k and then again spend for 2k for charger that is very inappropriate this is not good people will not buy if this will continue providing not charger. What’s the meaning of phone people buy phone and don’t have charger to charge the phone first experience is mine for iphone is very bad because of charger. Because new c type adaptor is not getting everywhere how people will charge his phone. 85000 is a big amount so thing about it and provide full sets of charger."
742,Madhan C.,Very good phone.,5.0,Looks sturdy. Good features. If you get it under 60k (before offers and exchange) it is worth the cost.
743,Jayant Maurya,Just amazing,5.0,"iPhone 12 is just amazing, now available with more discounts"
744,Yaswanth S.,Quality,3.0,Like it
745,Yogesh Trivedi,Very nice product,5.0,Very good handset
746,Mohammad Asif,Nice,1.0,Good Quality of that iPhone 12 .Everyone like that for this phone performance. Overall that's phone  is nice. apple nice
747,Rahul Joseph,Not good experience,5.0,My phone is getting heated very frequently while charging or playing games or while downloading games . How can I get this checked through brand plz suggest as for me it is not good experience for iPhone 12 .
748,Yousuf shaikh,Best in class,5.0,As A Apple product it never disappoints you best in class although everything is good but apple have to work on battery and Screen at this price range
749,Krishna Poojary,great,5.0,"great battery life long lasting and face recognition works great with mask also, would definitely recommend!"
750,Yaswanth S.,Performance,3.0,Awesome
751,sananda saha,Good,3.0,Good
752,Karanjeet,Photography and Sound clarity,5.0,Have not yet used Second Sim
753,tinku krishnan,One Of The Best Device But Little Overpriced.,1.0,"One of the best device. Performance Is Just Awesome. A True Flagship. Camera Performance Is Also Just Awesome. The Only Problem I Have With This Device Is .,... That its portrait photos are not that much good. Because due to the lack of telephoto lense. And Front Camera Is Also Good. But the same issue I'm facing here too.. The portrait mode is not so good. The only thing I am disappointed is its Portrait Mode On both the back and front camera. The rest of functions and performance are just awesome."
754,Arjunjith,Best phone I could bought,5.0,"This is my first iPhone purchase , coming from oneplus 7 I don't have any regrets about the switch. Yes the switch was painful (especially because I lost all my whatsapp chats) but is worth it. comparing to oneplus 7, this phone has all features from it but in better form. My OP7 was smooth, fast had good battery camera,battery and  haptics. iPhone is just way smoother,fast and have great camera,battery and haptics. There is a slight learning curve. took 2 days to get used to gestures and navigations but is smooth sailing. the only negative feedback would be no charger in the box. You will have to get from apple.com if you want fast 20W one."
755,Sm Belal,Better,5.0,Better
756,Yaswanth S.,Very fast phone in compact thanks to apple,3.0,Good
757,Vivek S.,I'm not impressed much,1.0,"Battery didn't last long, 60Hz is terrible"
758,Naveen Balaji,Original Apple iphone,5.0,I ordered from amazon this much expensive product for the very first time. I was afraid about whether it will be a original product or not.But It is 100% original product from RKLLP seller. Thanks Amazon.100 % recommended. Superb product by Apple.
759,raja sharma,Gift to brother,1.0,I gifted this to my brother and he was very happy with this. Also got a good deal on Amazon with around 30% off. Thanks 😊
760,Lahu Bhawar,Excellent,1.0,Excellent
761,Amazon Customer,Great experience buying this phone,1.0,"                    The media could not be loaded.
                



 I like everything about this phone. Face recognition is very fast . Battery Life is also good but phone gets heated after playing some games.I got somewhat scared when i saw the seal was broken (of main box ),but everything was fine ."
762,Yaswanth S.,Uffs it was a dream 🥰💙,3.0,"iphone always gives you a better experience 💙💙💙 BUT battery backup🥺🥺🥺 I'm very disappointed, ghatiya quality battery backup😭😭😭  AFTER 1 Month review"
763,NQ1194,Excellent product,5.0,"                    The media could not be loaded.
                



 Thank you Amazon for fast and on-time delivery of my apple iphone 12, really it's awasome product feel so excited using it.But there is no fingerprint protection."
764,bikrams,Detailed summary,5.0,"So this is my first switch from android,Cons:There is no earphone jack, no nfc toggle idk which is waste of battery(its always on), No Apple pay in India(Samsung pay is there tho). No app locker or hider like in android. No fingerprint scanner. It has a notch. Notification bar can't customized to show battery percentage or network speed. No call recording feature. Airplay doesn't always work in non native apps. WiFi in beginning had trouble connecting sometimes.Pros:No bloatwareGreat security, even installing a new app or system update requires face I'd or pin.Good for special needs people they get lot of tools to help usage like voice control, which is others can use to coz its handy.Silent physical switch left side of the iphone.Imovie for making videos.Face Id works in mask.Google provides 15 gb cloud storage but apple just 5 gbEssentially you're paying for the software"
765,SHIVAM KUMAR,Box and Packing,3.0,"Everything is ok but Package is not Proper and it's too damaged  , and some times my Iphone 12 getting too Hot"
766,ASIF HUSSAIN,Perfect alternative for my HTC from 2009,1.0,I'm a HTC fan since 2009 I've used all versions of Android. Since HTC exited India 😢.. I was thinking what to do next and chosen 🍎 and it's making me feel like not missing HTC. Thanks late Steve
767,N S CHAHAR,,3.0,Obviously excellent product
768,Yaswanth S.,Excellent phone,3.0,"Excellent phone. I have been using iPhone since iPhone 4s was launchediPhone 12 is exceptionally good phone with a lovely screen. colours are vivid and elaborate.I am pretty heavy user of my phone on a daily basis and the battery really lasts for the whole day comfortably, actually I do not have to worry regarding my battery in spite of heavy usage.Camera is very good and takes perfect picture especially the portrait mode which is actually superb.Buttery smooth operating system and iOS 14.3 is superb. I actually do not feel the difference with 120 Hz refresh rate. The phone does not really lag at all, the dual SIM capability is also lovely and helpful."
